0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
11297,0.52,14,1,0,1,10604,32731,1857,4744,3404,112970,11296.9,5,10604,2,1,1,2,19.2,4
11307,0.63,4,0,1,0,17563,20056,1986,18250,4826,113070,11307.99,2,17563,0,1,1,0,10.3,4
11310,0.87,38,1,0,1,14712,12268,7490,2402,829,113100,11310.66,5,14712,2,1,1,2,46.7,4
11312,0.96,18,0,0,1,12430,15920,3733,17347,14254,113120,11311.75,4,12430,2,0,1,1,27.6,4
11317,0.95,28,1,0,1,20377,37109,2748,16404,11776,113170,11317.05,5,20377,0,1,1,2,37.5,4
11332,0.56,24,0,0,1,10720,26382,8122,6952,17423,113320,11331.58,4,10720,0,0,1,1,29.6,4
11335,0.82,36,0,1,0,12582,32231,1548,930,7395,113350,11334.65,2,12582,0,1,1,0,44.2,4
11345,0.82,38,1,0,0,20159,38537,611,7241,11415,113450,11345.13,1,20159,2,1,0,1,46.2,4
11348,0.56,26,1,0,1,22374,37246,8757,4239,614,113480,11347.45,5,22374,2,1,1,2,31.6,4
11358,0.59,10,1,0,0,12674,4327,1269,16896,10081,113580,11357.68,1,12674,2,1,0,1,15.9,4
11360,0.77,34,0,1,1,16525,13853,8305,17077,8770,113600,11360.95,6,16525,2,1,2,1,41.7,4
11365,1,4,0,1,0,21175,34825,7238,18424,9044,113650,11365.46,2,21175,0,1,1,0,14,4
11371,0.8,2,1,1,1,18918,29132,2085,5632,14673,113710,11371.42,7,18918,2,2,2,2,10,4
11373,0.63,28,0,0,1,22518,27163,4244,2471,9845,113730,11373.01,4,22518,0,0,1,1,34.3,4
11384,0.62,32,1,0,1,10384,3826,7017,14104,15651,113840,11384.04,5,10384,0,1,1,2,38.2,4
11385,0.71,16,0,1,1,16628,36619,481,17821,5998,113850,11384.5,6,16628,0,1,2,1,23.1,4
11390,0.98,26,1,1,1,13306,3538,5760,512,15095,113900,11390.92,7,13306,2,2,2,2,35.8,4
11394,0.95,14,1,1,1,18843,491,911,195,1127,113940,11394.66,7,18843,2,2,2,2,23.5,4
11396,0.85,24,1,1,1,24010,19357,943,16103,16006,113960,11396.33,7,24010,0,2,2,2,32.5,4
11397,0.78,34,1,1,1,19844,30680,2709,9870,11311,113970,11397.69,7,19844,2,2,2,2,41.8,4
11398,0.69,4,1,0,1,10841,2038,295,7687,10629,113980,11398.62,5,10841,0,1,1,2,10.9,4
11399,0.6,36,1,0,0,23682,6006,953,529,13759,113990,11399.69,1,23682,0,1,0,1,42,4
11411,0.73,34,1,0,0,18580,23412,474,10377,15720,114110,11411.12,1,18580,2,1,0,1,41.3,4
11412,0.81,24,1,1,1,15953,28233,3608,18588,17642,114120,11412.33,7,15953,0,2,2,2,32.1,4
11415,0.97,0,0,0,0,19969,29733,7045,11358,8718,114150,11415.85,0,19969,0,0,0,0,9.7,4
11417,1,8,0,1,1,21213,19276,8948,15894,12739,114170,11416.46,6,21213,0,1,2,1,18,4
11419,0.97,28,1,0,1,10307,3389,5416,16381,13256,114190,11418.47,5,10307,0,1,1,2,37.7,4
11420,0.94,28,1,1,1,21704,22053,6799,6589,2761,114200,11419.44,7,21704,0,2,2,2,37.4,4
11421,0.89,30,0,0,1,12735,20601,3219,12692,1950,114210,11421.3,4,12735,2,0,1,1,38.9,4
11422,0.83,4,1,1,1,10939,9848,1396,1488,8003,114220,11421.85,7,10939,0,2,2,2,12.3,4
11437,0.75,30,0,1,1,20698,14479,9777,6708,387,114370,11437.79,6,20698,2,1,2,1,37.5,4
11439,0.89,22,0,0,1,12636,27597,9755,12601,5149,114390,11438.09,4,12636,2,0,1,1,30.9,4
11442,0.99,10,0,1,1,11078,23969,8233,10077,3686,114420,11441.85,6,11078,2,1,2,1,19.9,4
11466,0.95,10,1,1,1,11036,978,5391,4796,17212,114660,11465.13,7,11036,2,2,2,2,19.5,4
11473,0.86,22,0,0,0,17014,28604,3003,9988,17078,114730,11473.56,0,17014,2,0,0,0,30.6,4
11474,0.79,6,0,0,0,18774,32919,4136,15270,17841,114740,11473.9,0,18774,2,0,0,0,13.9,4
11476,0.62,30,1,1,1,17578,9557,154,13506,4390,114760,11475.74,7,17578,2,2,2,2,36.2,4
11477,0.52,34,1,0,1,11823,24267,9834,16861,2026,114770,11476.63,5,11823,2,1,1,2,39.2,4
11486,0.53,2,0,1,1,21865,20951,6932,12179,6854,114860,11485.77,6,21865,2,1,2,1,7.3,4
11487,0.63,24,1,1,1,13217,14145,5099,12502,19529,114870,11487.89,7,13217,0,2,2,2,30.3,4
11490,0.87,8,1,1,1,12465,5681,7602,18287,8916,114900,11490.92,7,12465,0,2,2,2,16.7,4
11491,0.92,20,0,0,1,23794,13147,2747,10522,11313,114910,11491.81,4,23794,0,0,1,1,29.2,4
11492,0.96,8,0,1,1,20642,34307,1362,158,396,114920,11491.43,6,20642,0,1,2,1,17.6,4
11500,0.77,26,1,1,1,13547,3457,8308,7047,5038,115000,11500.58,7,13547,2,2,2,2,33.7,4
11502,0.59,8,0,0,1,23855,369,8994,18570,13604,115020,11502.9,4,23855,0,0,1,1,13.9,4
11515,0.82,32,1,1,1,16704,4914,8351,10176,15914,115150,11514.64,7,16704,0,2,2,2,40.2,4
11517,0.93,6,0,0,0,20932,29992,5847,13410,13885,115170,11516.13,0,20932,2,0,0,0,15.3,4
11519,0.99,34,0,1,1,15138,27847,3265,16106,3461,115190,11519.72,6,15138,2,1,2,1,43.9,4
11523,0.93,12,0,0,1,11439,37255,120,4310,12794,115230,11523.78,4,11439,0,0,1,1,21.3,4
11525,0.82,8,1,1,1,22282,28018,386,19536,19927,115250,11524.73,7,22282,0,2,2,2,16.2,4
11526,0.74,8,1,0,1,11330,9493,8814,1733,3824,115260,11526.15,5,11330,0,1,1,2,15.4,4
11539,0.68,0,0,1,1,15481,13166,6803,10556,4188,115390,11538.08,6,15481,0,1,2,1,6.8,4
11541,0.84,2,1,0,1,21073,21518,186,12323,8822,115410,11540.17,5,21073,2,1,1,2,10.4,4
11542,0.9,4,1,1,1,11365,39363,2096,10399,8337,115420,11541.49,7,11365,0,2,2,2,13,4
11544,0.98,6,1,0,1,16137,25834,5027,17993,19290,115440,11543.4,5,16137,2,1,1,2,15.8,4
11546,1,26,0,0,1,11245,38790,4975,4026,10078,115460,11546.31,4,11245,2,0,1,1,36,4
11549,0.92,20,0,0,0,18911,23902,6045,16736,18053,115490,11549.17,0,18911,0,0,0,0,29.2,4
11552,0.72,12,1,1,1,20818,28519,7314,17707,18530,115520,11551.87,7,20818,0,2,2,2,19.2,4
11553,0.63,28,0,1,1,16439,20738,2885,10443,10623,115530,11553,6,16439,0,1,2,1,34.3,4
11572,1,14,0,1,0,17788,28513,8817,6589,14100,115720,11571.56,2,17788,2,1,1,0,24,4
11573,0.98,36,0,1,1,10421,14068,2163,1727,1543,115730,11573.24,6,10421,0,1,2,1,45.8,4
11575,0.91,6,1,0,1,18412,3755,452,12516,12103,115750,11575.42,5,18412,2,1,1,2,15.1,4
11577,0.78,28,0,1,1,24321,12168,5365,9485,6735,115770,11577.92,6,24321,0,1,2,1,35.8,4
11579,0.6,8,1,1,1,23482,29507,8355,17873,14556,115790,11578.94,7,23482,0,2,2,2,14,4
11591,0.73,2,1,0,0,21458,33993,4643,11662,4024,115910,11591.02,1,21458,2,1,0,1,9.3,4
11594,0.93,12,0,1,0,14424,27196,688,8757,9402,115940,11593.3,2,14424,0,1,1,0,21.3,4
11595,0.97,28,0,0,0,17899,26841,5891,12649,15219,115950,11594.43,0,17899,0,0,0,0,37.7,4
11599,0.97,12,1,0,0,24999,38983,144,11990,7260,115990,11598.35,1,24999,0,1,0,1,21.7,4
11605,0.57,18,0,1,0,14829,13824,7903,9139,2906,116050,11604.12,2,14829,2,1,1,0,23.7,4
11615,0.57,16,1,0,1,19254,4452,1070,19749,4276,116150,11615.75,5,19254,0,1,1,2,21.7,4
11616,0.67,18,1,0,1,13674,7640,5866,5648,2729,116160,11615.71,5,13674,2,1,1,2,24.7,4
11619,0.89,38,0,1,0,19950,1270,269,4698,8955,116190,11619.58,2,19950,2,1,1,0,46.9,4
11624,0.99,38,0,0,1,16347,23293,7461,2970,17062,116240,11624.01,4,16347,2,0,1,1,47.9,4
11631,0.54,16,1,1,1,12023,24872,3444,8444,10266,116310,11631.87,7,12023,0,2,2,2,21.4,4
11641,0.6,36,0,0,0,17859,21822,878,8607,19116,116410,11641.69,0,17859,0,0,0,0,42,4
11644,0.85,12,1,1,1,17966,35064,7071,14712,11417,116440,11644.63,7,17966,0,2,2,2,20.5,4
11647,0.98,26,0,1,1,21081,35010,5821,13860,9550,116470,11646.8,6,21081,2,1,2,1,35.8,4
11648,1,36,0,0,0,14368,4166,4033,8755,704,116480,11647.4,0,14368,0,0,0,0,46,4
11651,0.96,10,1,0,0,14249,18003,4160,3363,18797,116510,11650.59,1,14249,2,1,0,1,19.6,4
11652,0.91,2,0,1,0,19306,12951,4446,2434,19249,116520,11651.75,2,19306,2,1,1,0,11.1,4
11653,0.86,30,0,1,0,15617,18473,1379,18043,19354,116530,11652.54,2,15617,2,1,1,0,38.6,4
11654,0.79,28,1,0,1,14970,22085,1233,11559,18545,116540,11654.79,5,14970,0,1,1,2,35.9,4
11655,0.71,36,0,0,0,19028,1769,2953,15029,8944,116550,11655.25,0,19028,0,0,0,0,43.1,4
11656,0.62,14,0,1,1,16230,2313,8957,15607,1501,116560,11655.95,6,16230,2,1,2,1,20.2,4
11666,0.53,34,0,0,1,11314,14092,8852,2528,3754,116660,11666.55,4,11314,2,0,1,1,39.3,4
11669,0.8,20,1,0,0,12166,25398,3669,7714,3230,116690,11668.96,1,12166,0,1,0,1,28,4
11670,0.87,18,1,0,0,18973,18080,394,3668,9435,116700,11670.86,1,18973,2,1,0,1,26.7,4
11677,0.95,8,0,1,1,19047,19442,1169,18675,15285,116770,11677.1,6,19047,0,1,2,1,17.5,4
11682,0.59,12,0,0,1,12213,18914,5495,1042,7805,116820,11681.9,4,12213,0,0,1,1,17.9,4
11693,0.66,0,0,0,1,11115,7374,4172,1884,9254,116930,11693.6,4,11115,0,0,1,1,6.6,4
11696,0.88,20,1,1,1,22414,26543,2748,4231,17911,116960,11695.23,7,22414,0,2,2,2,28.8,4
11698,0.97,28,1,0,1,15106,9345,9310,1213,12338,116980,11698.76,5,15106,0,1,1,2,37.7,4
11699,0.99,8,1,1,1,22630,27214,8419,17568,19052,116990,11699.82,7,22630,0,2,2,2,17.9,4
11700,1,26,1,1,1,23021,28730,6934,9711,10191,117000,11700.93,7,23021,2,2,2,2,36,4
11701,0.99,4,0,0,1,18379,30696,4198,19480,6041,117010,11701.25,4,18379,0,0,1,1,13.9,4
11702,0.97,34,0,0,0,21975,24207,2328,3121,12043,117020,11701.31,0,21975,2,0,0,0,43.7,4
11707,0.66,18,1,0,1,22578,536,8889,15362,2346,117070,11706.86,5,22578,2,1,1,2,24.6,4
11720,0.77,8,1,0,0,21340,31332,5605,15338,17545,117200,11719.46,1,21340,0,1,0,1,15.7,4
11722,0.9,10,0,0,0,17791,39370,3370,3362,9357,117220,11721.39,0,17791,2,0,0,0,19,4
11729,0.92,26,0,0,0,13195,27918,186,5147,10023,117290,11729.95,0,13195,2,0,0,0,35.2,4
11734,0.53,40,0,0,0,10848,15287,3195,19966,17859,117340,11733.52,0,10848,0,0,0,0,45.3,4
11745,0.71,24,1,1,1,20610,38127,118,18442,4005,117450,11745.73,7,20610,0,2,2,2,31.1,4
11749,0.96,28,0,1,0,23622,37322,8445,3758,12530,117490,11748.97,2,23622,0,1,1,0,37.6,4
11753,0.98,38,1,1,1,14536,5703,7700,14316,19046,117530,11753.04,7,14536,2,2,2,2,47.8,4
11778,0.99,14,0,1,0,24179,838,3462,8273,8966,117780,11778.77,2,24179,2,1,1,0,23.9,4
11779,0.97,30,0,0,1,19391,6676,3088,6131,1928,117790,11778.69,4,19391,2,0,1,1,39.7,4
11780,0.94,16,1,1,1,20330,31178,912,15346,14690,117800,11779.78,7,20330,0,2,2,2,25.4,4
11796,0.67,2,1,0,0,19204,28385,509,10243,14947,117960,11795.13,1,19204,2,1,0,1,8.7,4
11801,0.97,28,1,0,1,24767,36648,1770,11731,17164,118010,11801.53,5,24767,0,1,1,2,37.7,4
11802,0.99,14,1,0,1,21624,1729,6712,10017,5545,118020,11802.87,5,21624,2,1,1,2,23.9,4
11803,1,36,0,0,0,12207,27048,6214,3598,6676,118030,11802.34,0,12207,0,0,0,0,46,4
11809,0.73,34,0,0,1,15932,9781,4303,15948,10877,118090,11808.34,4,15932,2,0,1,1,41.3,4
11811,0.54,36,1,1,1,15140,34402,7433,8281,11988,118110,11810.67,7,15140,0,2,2,2,41.4,4
11824,0.85,2,1,0,1,11491,20279,3149,17121,3941,118240,11823.76,5,11491,2,1,1,2,10.5,4
11829,1,28,1,0,0,21305,26203,5131,14323,5340,118290,11828.7,1,21305,0,1,0,1,38,4
11830,0.98,10,1,1,1,21107,31489,5812,19063,7558,118300,11830.53,7,21107,2,2,2,2,19.8,4
11834,0.79,8,0,0,0,11144,21633,7901,10594,1720,118340,11833.29,0,11144,0,0,0,0,15.9,4
11835,0.71,6,1,1,1,22894,7006,8664,10780,12123,118350,11835.5,7,22894,2,2,2,2,13.1,4
11847,0.63,18,1,0,1,14912,15826,6118,12242,5991,118470,11846.77,5,14912,2,1,1,2,24.3,4
11849,0.8,8,1,0,1,22542,30410,6935,8684,19633,118490,11848.8,5,22542,0,1,1,2,16,4
11850,0.87,28,0,1,1,18572,22147,1166,7374,3319,118500,11849.13,6,18572,0,1,2,1,36.7,4
11852,0.96,0,1,0,1,13906,1592,9413,4323,18090,118520,11851.6,5,13906,0,1,1,2,9.6,4
11853,0.99,16,1,1,1,20397,4908,5353,1685,15085,118530,11853.03,7,20397,0,2,2,2,25.9,4
11854,1,20,1,1,1,13933,28459,7090,13406,3234,118540,11853.69,7,13933,0,2,2,2,30,4
11859,0.84,4,0,1,1,13491,15601,4241,11913,2914,118590,11859.76,6,13491,0,1,2,1,12.4,4
11873,0.66,14,0,1,0,14122,20068,779,7880,1696,118730,11873.5,2,14122,2,1,1,0,20.6,4
11874,0.74,12,0,1,0,23002,20784,1032,5943,12547,118740,11873.84,2,23002,0,1,1,0,19.4,4
11877,0.93,38,1,0,0,24968,5998,1788,19685,3385,118770,11877.11,1,24968,2,1,0,1,47.3,4
11881,0.99,6,0,0,0,12299,33630,1989,9853,2680,118810,11880.44,0,12299,2,0,0,0,15.9,4
11885,0.82,26,1,0,0,21538,32040,7033,2526,9705,118850,11885.62,1,21538,2,1,0,1,34.2,4
11898,0.59,12,1,1,1,21881,13700,127,18615,561,118980,11897.71,7,21881,0,2,2,2,17.9,4
11901,0.84,36,0,1,1,12609,5338,9078,11604,15315,119010,11901.79,6,12609,0,1,2,1,44.4,4
11904,0.98,10,1,1,1,14411,3162,1534,8150,9644,119040,11903.01,7,14411,2,2,2,2,19.8,4
11908,0.96,2,0,1,1,20090,2198,9495,8131,16319,119080,11908.09,6,20090,2,1,2,1,11.6,4
11910,0.87,30,1,1,1,15589,17068,3218,5612,4969,119100,11909.93,7,15589,2,2,2,2,38.7,4
11911,0.8,12,1,0,1,15180,25962,5995,19750,15678,119110,11910.89,5,15180,0,1,1,2,20,4
11924,0.62,34,0,1,1,22783,37484,7422,3561,12983,119240,11923.64,6,22783,2,1,2,1,40.2,4
11926,0.79,20,0,1,1,17700,2195,1363,17616,12315,119260,11925.88,6,17700,0,1,2,1,27.9,4
11928,0.91,2,1,0,1,11881,25865,8129,4549,9901,119280,11928.45,5,11881,2,1,1,2,11.1,4
11931,1,30,0,1,0,21465,33494,8552,13139,1156,119310,11930.92,2,21465,2,1,1,0,40,4
11932,1,32,1,0,0,17400,4685,8368,6794,12442,119320,11931.28,1,17400,0,1,0,1,42,4
11936,0.85,24,0,0,0,12453,16515,3867,1574,13957,119360,11935.55,0,12453,0,0,0,0,32.5,4
11937,0.78,40,1,1,1,21786,12820,8324,654,18809,119370,11937.94,7,21786,0,2,2,2,47.8,4
11939,0.6,8,1,0,1,21159,17494,4795,18874,1364,119390,11938.94,5,21159,0,1,1,2,14,4
11950,0.64,24,1,1,1,16788,20581,4388,4643,6149,119500,11950.68,7,16788,0,2,2,2,30.4,4
11954,0.93,10,1,0,0,12219,37977,8659,7075,14192,119540,11953.18,1,12219,2,1,0,1,19.3,4
11957,1,32,0,1,0,19687,27491,1142,12829,4573,119570,11956.3,2,19687,0,1,1,0,42,4
11959,0.97,26,0,0,0,15402,18225,2990,4550,12474,119590,11958.03,0,15402,2,0,0,0,35.7,4
11962,0.83,14,1,1,1,12952,22902,9783,7049,9799,119620,11961.79,7,12952,2,2,2,2,22.3,4
11978,0.83,18,1,0,0,13280,2142,710,10014,6559,119780,11978.81,1,13280,2,1,0,1,26.3,4
11980,0.94,2,0,1,1,18929,22282,8357,10992,11987,119800,11980.39,6,18929,2,1,2,1,11.4,4
11982,0.99,38,0,0,0,10596,13469,1304,7490,2017,119820,11982.95,0,10596,2,0,0,0,47.9,4
11986,0.93,18,0,0,1,21403,6237,7235,4249,5959,119860,11986.88,4,21403,2,0,1,1,27.3,4
11988,0.81,6,0,0,1,17423,29674,4422,5220,355,119880,11988.65,4,17423,2,0,1,1,14.1,4
11990,0.64,22,1,1,1,16525,5871,715,6630,17681,119900,11989.62,7,16525,2,2,2,2,28.4,4
12000,0.5,18,1,0,0,15755,2963,2061,9403,316,120000,12000.14,1,15755,2,1,0,1,23,4
12005,0.91,32,1,0,0,11521,36722,3463,5731,19230,120050,12005.49,1,11521,0,1,0,1,41.1,4
12007,0.98,20,1,1,1,12634,31749,4419,506,6345,120070,12007.89,7,12634,0,2,2,2,29.8,4
12008,1,24,1,1,1,12796,11664,1720,12497,3184,120080,12008.4,7,12796,0,2,2,2,34,4
12012,0.91,12,0,0,1,17899,11529,8534,14683,6794,120120,12011.17,4,17899,0,0,1,1,21.1,4
12026,0.53,16,1,0,1,20637,4855,1332,10069,3266,120260,12026.12,5,20637,0,1,1,2,21.3,4
12027,0.63,36,0,1,1,16004,29157,851,10913,18056,120270,12027.32,6,16004,0,1,2,1,42.3,4
12028,0.72,36,1,0,1,21457,21945,3420,16615,8426,120280,12028.42,5,21457,0,1,1,2,43.2,4
12029,0.8,10,0,1,0,24971,7137,3722,11718,12799,120290,12028.6,2,24971,2,1,1,0,18,4
12039,0.84,28,1,0,1,20769,34792,6445,10840,8066,120390,12039.77,5,20769,0,1,1,2,36.4,4
12054,0.74,34,1,1,1,23167,23591,508,5452,14724,120540,12054.58,7,23167,2,2,2,2,41.4,4
12055,0.82,2,1,0,1,10695,25949,7403,12781,16722,120550,12054.46,5,10695,2,1,1,2,10.2,4
12057,0.93,2,1,0,1,12379,10994,7522,2596,6688,120570,12056.3,5,12379,2,1,1,2,11.3,4
12059,0.99,28,0,0,0,16787,25399,3137,16345,5738,120590,12058.7,0,16787,0,0,0,0,37.9,4
12062,0.97,14,0,1,0,21396,4202,1069,14138,3341,120620,12062.56,2,21396,2,1,1,0,23.7,4
12063,0.93,26,0,0,0,16812,14387,2258,6941,13161,120630,12062.95,0,16812,2,0,0,0,35.3,4
12064,0.88,16,1,0,1,20546,27569,7510,13445,14461,120640,12063.56,5,20546,0,1,1,2,24.8,4
12066,0.74,34,1,0,0,18850,24402,3736,19218,7616,120660,12065.15,1,18850,2,1,0,1,41.4,4
12081,0.84,24,1,1,1,16023,36515,6622,19130,11510,120810,12081.9,7,16023,0,2,2,2,32.4,4
12084,0.98,6,1,1,1,23950,21503,9717,15785,1806,120840,12083.41,7,23950,2,2,2,2,15.8,4
12091,0.8,22,0,1,1,20069,21,2905,10715,6630,120910,12090.51,6,20069,2,1,2,1,30,4
12094,0.53,12,0,1,1,23495,25825,2059,16058,2244,120940,12093.92,6,23495,0,1,2,1,17.3,4
12108,0.91,38,0,0,0,13439,29333,5437,10809,10277,121080,12108.66,0,13439,2,0,0,0,47.1,4
12109,0.96,6,0,1,0,18639,3820,8918,5245,11264,121090,12109.09,2,18639,2,1,1,0,15.6,4
12111,1,18,0,0,1,10571,157,4712,5431,4322,121110,12110.91,4,10571,2,0,1,1,28,4
12120,0.5,18,0,1,1,17073,29708,6868,19330,8602,121200,12119.15,6,17073,2,1,2,1,23,4
12131,0.73,4,0,1,1,12816,32824,7258,2327,12633,121310,12131.5,6,12816,0,1,2,1,11.3,4
12133,0.87,14,0,1,0,24754,26370,2902,16765,19842,121330,12132.8,2,24754,2,1,1,0,22.7,4
12135,0.97,18,1,0,1,11082,10726,1709,1462,10953,121350,12135.59,5,11082,2,1,1,2,27.7,4
12138,0.99,28,1,1,1,11292,512,4381,14542,534,121380,12137.52,7,11292,0,2,2,2,37.9,4
12139,0.97,22,0,1,0,19344,21239,8064,15360,4476,121390,12138.96,2,19344,2,1,1,0,31.7,4
12140,0.94,34,1,1,1,17405,8408,2330,7771,18275,121400,12139.11,7,17405,2,2,2,2,43.4,4
12156,0.67,16,1,0,1,10625,29286,6665,13260,4188,121560,12156.63,5,10625,0,1,1,2,22.7,4
12165,0.97,22,1,0,1,23858,30736,961,7590,19241,121650,12164.45,5,23858,2,1,1,2,31.7,4
12166,0.93,38,0,1,0,12374,18223,8531,15567,14635,121660,12166.56,2,12374,2,1,1,0,47.3,4
12169,0.73,34,1,1,1,17806,20926,3230,16601,19272,121690,12168.09,7,17806,2,2,2,2,41.3,4
12171,0.54,12,1,1,1,23617,28028,4459,12460,4714,121710,12170.76,7,23617,0,2,2,2,17.4,4
12181,0.6,30,1,0,1,10144,27159,1009,7688,9201,121810,12181,5,10144,2,1,1,2,36,4
12182,0.69,4,0,0,1,21868,31279,9920,16786,4230,121820,12182.14,4,21868,0,0,1,1,10.9,4
12184,0.85,10,1,0,0,21951,13944,782,11660,19049,121840,12184.86,1,21951,2,1,0,1,18.5,4
12185,0.91,40,0,0,1,17779,33459,445,13715,19955,121850,12184.95,4,17779,0,0,1,1,49.1,4
12190,0.98,38,1,1,1,22262,26065,265,3901,10585,121900,12190.7,7,22262,2,2,2,2,47.8,4
12193,0.86,2,1,1,1,10284,31764,6193,16327,19124,121930,12192.06,7,10284,2,2,2,2,10.6,4
12197,0.52,40,1,0,1,14227,18542,8364,14596,6544,121970,12197.23,5,14227,0,1,1,2,45.2,4
12206,0.53,36,0,1,1,10066,4999,1409,7678,17776,122060,12205.24,6,10066,0,1,2,1,41.3,4
12208,0.72,4,1,1,1,13048,37199,925,13053,17593,122080,12208.96,7,13048,0,2,2,2,11.2,4
12209,0.8,28,1,0,1,10663,29930,5256,4137,5789,122090,12208.12,5,10663,0,1,1,2,36,4
12216,0.98,32,1,0,0,20768,37896,9082,14607,13211,122160,12215.57,1,20768,0,1,0,1,41.8,4
12233,0.66,36,1,1,1,17817,7271,9266,5971,6194,122330,12232.22,7,17817,0,2,2,2,42.6,4
12234,0.74,22,1,0,1,15721,34665,3177,10938,5806,122340,12233.19,5,15721,2,1,1,2,29.4,4
12236,0.88,8,0,0,1,14039,19817,5770,5722,17443,122360,12236.18,4,14039,0,0,1,1,16.8,4
12237,0.93,34,0,1,0,14847,38505,8077,18237,19950,122370,12237.39,2,14847,2,1,1,0,43.3,4
12238,0.97,16,1,0,1,16419,39153,6016,4914,6006,122380,12237.5,5,16419,0,1,1,2,25.7,4
12241,0.99,16,1,0,1,14675,2156,4840,14495,12097,122410,12241.48,5,14675,0,1,1,2,25.9,4
12244,0.88,36,1,0,0,10269,15387,7538,2232,19779,122440,12244.91,1,10269,0,1,0,1,44.8,4
12248,0.56,38,1,1,1,23465,1725,8368,3688,2719,122480,12247.62,7,23465,2,2,2,2,43.6,4
12259,0.68,10,0,1,0,14155,25476,1723,16806,12216,122590,12259.65,2,14155,2,1,1,0,16.8,4
12266,1,20,0,1,1,19956,3240,3180,8923,7614,122660,12265.71,6,19956,0,1,2,1,30,4
12272,0.72,34,0,1,0,15602,13174,4088,4734,12307,122720,12271.24,2,15602,2,1,1,0,41.2,4
12273,0.63,22,0,1,1,23762,1057,8701,6201,7021,122730,12272.91,6,23762,2,1,2,1,28.3,4
12274,0.53,16,0,1,1,20229,3469,2391,5021,14693,122740,12273.27,6,20229,0,1,2,1,21.3,4
12296,0.85,24,1,1,1,16386,37695,4703,10646,14626,122960,12296.29,7,16386,0,2,2,2,32.5,4
12297,0.78,20,1,0,1,20781,13227,4503,15576,11706,122970,12296.99,5,20781,0,1,1,2,27.8,4
12298,0.69,6,0,1,1,14447,5018,7614,19967,18010,122980,12298.11,6,14447,2,1,2,1,12.9,4
12309,0.54,24,1,0,0,18679,9253,8435,3092,14512,123090,12308.9,1,18679,0,1,0,1,29.4,4
12311,0.73,10,1,0,1,10444,3764,3225,4677,13849,123110,12311.59,5,10444,2,1,1,2,17.3,4
12312,0.81,16,0,0,1,14838,35478,6303,3314,3413,123120,12312.93,4,14838,0,0,1,1,24.1,4
12315,0.97,4,0,0,1,13158,16840,1118,10450,10960,123150,12314.59,4,13158,0,0,1,1,13.7,4
12316,0.99,10,1,0,1,22764,26565,8327,10097,17876,123160,12315.66,5,22764,2,1,1,2,19.9,4
12337,0.75,30,0,0,0,13942,21937,9716,17187,16774,123370,12336.64,0,13942,2,0,0,0,37.5,4
12338,0.83,16,1,0,1,11500,32328,6434,12868,19180,123380,12337.4,5,11500,0,1,1,2,24.3,4
12340,0.94,2,1,1,1,11330,21898,240,2397,6457,123400,12339.26,7,11330,2,2,2,2,11.4,4
12341,0.97,32,1,0,0,10266,34235,6297,10290,4553,123410,12340.04,1,10266,0,1,0,1,41.7,4
12344,0.99,14,0,1,1,13756,3935,1409,11580,7299,123440,12344.26,6,13756,2,1,2,1,23.9,4
12345,0.97,0,1,0,0,14302,35401,4861,15357,2903,123450,12345.86,1,14302,0,1,0,1,9.7,4
12346,0.93,20,0,1,1,16236,7558,4316,15088,10917,123460,12346.04,6,16236,0,1,2,1,29.3,4
12347,0.87,28,0,1,1,22455,5491,317,3888,7812,123470,12347.5,6,22455,0,1,2,1,36.7,4
12348,0.81,32,0,0,0,10150,17694,5184,975,3200,123480,12347.16,0,10150,0,0,0,0,40.1,4
12350,0.64,30,1,0,0,21796,2585,8822,13566,7820,123500,12350.83,1,21796,2,1,0,1,36.4,4
12361,0.6,10,1,1,1,18354,12222,5742,14548,10281,123610,12360.07,7,18354,2,2,2,2,16,4
12362,0.69,12,1,0,0,10264,21576,5860,489,18356,123620,12361.9,1,10264,0,1,0,1,18.9,4
12364,0.85,30,0,0,1,23641,10959,7681,2699,5216,123640,12364.01,4,23641,2,0,1,1,38.5,4
12365,0.91,20,1,1,1,19147,3101,6398,4796,9728,123650,12365.42,7,19147,0,2,2,2,29.1,4
12366,0.95,32,0,1,0,23547,33087,3741,5301,11561,123660,12365.82,2,23547,0,1,1,0,41.5,4
12369,1,18,1,1,1,23361,20124,1661,5383,3986,123690,12369.89,7,23361,2,2,2,2,28,4
12370,0.98,14,1,0,0,11013,23292,8805,2629,5756,123700,12370.87,1,11013,2,1,0,1,23.8,4
12374,0.79,6,1,1,1,19388,23835,4572,17828,18998,123740,12374.53,7,19388,2,2,2,2,13.9,4
12376,0.62,2,1,1,1,24444,39078,2352,15619,613,123760,12375.74,7,24444,2,2,2,2,8.2,4
12377,0.52,6,1,1,1,16999,33714,4905,3973,8844,123770,12376.09,7,16999,2,2,2,2,11.2,4
12389,0.8,30,1,1,1,19515,28768,3720,13715,1689,123890,12388.97,7,19515,2,2,2,2,38,4
12392,0.96,30,1,1,1,21032,26493,7025,18052,8245,123920,12391.88,7,21032,2,2,2,2,39.6,4
12400,0.77,22,1,0,0,10926,26508,3849,14940,18805,124000,12400.32,1,10926,2,1,0,1,29.7,4
