,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,y_true,y_predict,y_proba,y_proba_predict,Igual y_pred,Igual y_proba
403,3,14,3,0,802,0,2,4,2,0,2,2,27,2,1,2,1,1,0,0,1,1,0.731058544,1,VERDADERO,VERDADERO
404,1,18,3,0,2899,4,4,4,2,0,4,2,43,2,1,1,2,2,0,0,1,1,0.735277404,1,VERDADERO,VERDADERO
405,1,24,2,3,2039,0,1,1,3,0,1,1,22,2,1,1,2,1,1,0,0,0,0.500000207,0,VERDADERO,VERDADERO
406,3,24,4,1,2197,4,3,4,2,0,4,2,43,2,1,2,2,2,1,0,1,1,0.731058451,1,VERDADERO,VERDADERO
407,0,15,2,3,1053,0,1,4,3,0,2,0,27,2,1,1,2,1,0,1,1,1,0.731058459,1,VERDADERO,VERDADERO
408,3,24,2,3,3235,2,4,3,0,0,2,2,26,2,1,1,3,1,1,0,1,1,0.731058517,1,VERDADERO,VERDADERO
409,2,12,4,0,939,2,3,4,3,0,2,0,28,2,1,3,2,1,1,0,0,0,0.500000296,0,VERDADERO,VERDADERO
410,1,24,2,3,1967,0,4,4,1,0,4,2,20,2,1,1,2,1,1,0,1,1,0.731058558,1,VERDADERO,VERDADERO
411,3,33,4,1,7253,0,3,3,2,0,2,2,35,2,1,2,3,1,1,0,1,1,0.731058523,1,VERDADERO,VERDADERO
412,3,12,4,9,2292,0,0,4,2,0,2,2,42,1,1,2,3,1,1,0,0,1,0.754596789,1,FALSO,FALSO
413,3,10,2,0,1597,2,2,3,2,0,2,3,40,2,0,1,1,2,0,1,1,1,0.75392353,1,VERDADERO,VERDADERO
414,0,24,2,0,1381,4,2,4,1,0,2,1,35,2,1,1,2,1,0,0,0,0,0.500000147,0,VERDADERO,VERDADERO
415,3,36,4,1,5842,0,4,2,2,0,2,1,35,2,1,2,2,2,1,0,1,1,0.731058489,1,VERDADERO,VERDADERO
416,0,12,2,0,2579,0,1,4,2,0,1,0,33,2,1,1,1,2,0,0,0,0,0.50000034,0,VERDADERO,VERDADERO
417,0,18,3,6,8471,4,2,1,1,0,2,2,23,2,0,2,2,1,1,0,1,1,0.731058571,1,VERDADERO,VERDADERO
418,3,21,2,0,2782,2,3,1,1,0,2,2,31,0,1,1,3,1,0,0,1,1,0.731058427,1,VERDADERO,VERDADERO
419,1,18,2,0,1042,4,2,4,1,0,2,1,33,2,1,1,2,1,0,0,0,1,0.632328735,1,FALSO,FALSO
420,3,15,2,0,3186,3,3,2,1,0,3,2,20,2,0,1,2,1,0,0,1,1,0.731058419,1,VERDADERO,VERDADERO
421,1,12,2,1,2028,4,2,4,2,0,2,2,30,2,1,1,2,1,0,0,1,1,0.731058434,1,VERDADERO,VERDADERO
422,1,12,4,0,958,0,3,2,2,0,3,0,47,2,1,2,1,2,0,0,1,0,0.600973017,1,FALSO,VERDADERO
423,3,21,3,2,1591,1,3,4,2,0,3,0,34,2,1,2,3,1,0,0,1,1,0.66942775,1,VERDADERO,VERDADERO
424,1,12,2,2,2762,4,4,1,1,0,2,1,25,0,1,1,2,1,1,0,0,0,0.500000123,0,VERDADERO,VERDADERO
425,1,18,2,1,2779,0,2,1,3,0,3,2,21,2,0,1,2,1,1,0,1,1,0.731058484,1,VERDADERO,VERDADERO
426,3,28,4,3,2743,0,4,4,2,0,2,2,29,2,1,2,2,1,0,0,1,1,0.731058472,1,VERDADERO,VERDADERO
427,3,18,4,3,1149,3,2,4,2,0,3,0,46,2,1,2,2,1,0,0,1,1,0.731058512,1,VERDADERO,VERDADERO
428,3,9,2,2,1313,0,4,1,2,0,4,2,20,2,1,1,2,1,0,0,1,1,0.731058429,1,VERDADERO,VERDADERO
429,0,18,4,5,1190,0,0,2,1,0,4,3,55,2,2,3,0,2,0,0,0,0,0.500000288,0,VERDADERO,VERDADERO
430,3,5,2,9,3448,0,3,1,2,0,4,0,74,2,1,1,1,1,0,0,1,1,0.731058496,1,VERDADERO,VERDADERO
431,1,24,2,10,11328,0,2,2,2,1,3,2,29,0,1,2,3,1,1,0,0,0,0.500000341,0,VERDADERO,VERDADERO
432,0,6,4,2,1872,0,0,4,2,0,4,3,36,2,2,3,3,1,1,0,1,1,0.731058492,1,VERDADERO,VERDADERO
433,3,24,4,5,2058,0,2,4,0,0,2,0,33,2,1,2,2,1,1,0,1,1,0.731058617,1,VERDADERO,VERDADERO
434,0,9,2,2,2136,0,2,3,2,0,2,0,25,2,1,1,2,1,0,0,1,1,0.731058519,1,VERDADERO,VERDADERO
435,1,12,2,3,1484,4,2,2,3,0,1,0,25,2,1,1,2,1,1,0,0,1,0.659421243,1,FALSO,FALSO
436,3,6,2,5,660,2,3,2,3,0,4,0,23,2,0,1,1,1,0,0,1,1,0.679925524,1,VERDADERO,VERDADERO
437,3,24,4,0,1287,3,4,4,1,0,4,0,37,2,1,2,2,1,1,0,1,1,0.731058535,1,VERDADERO,VERDADERO
438,0,42,4,5,3394,0,0,4,2,1,4,2,65,2,1,2,0,1,0,0,1,1,0.70371706,1,VERDADERO,VERDADERO
439,2,12,1,9,609,0,1,4,1,0,1,0,26,2,1,1,0,1,0,0,0,0,0.500000306,0,VERDADERO,VERDADERO
440,3,12,2,0,1884,0,4,4,2,0,4,2,39,2,1,1,3,1,1,0,1,1,0.731058519,1,VERDADERO,VERDADERO
441,0,12,2,2,1620,0,2,2,1,1,3,1,30,2,1,1,2,1,0,0,1,1,0.731058473,1,VERDADERO,VERDADERO
442,1,20,3,10,2629,0,2,2,2,0,3,2,29,0,1,2,2,1,1,0,1,1,0.731058522,1,VERDADERO,VERDADERO
443,3,12,2,6,719,0,4,4,2,0,4,2,41,0,1,1,1,2,0,0,0,0,0.500000252,0,VERDADERO,VERDADERO
444,1,48,4,2,5096,0,2,2,1,0,3,2,30,2,1,1,3,1,1,0,0,0,0.500000152,0,VERDADERO,VERDADERO
445,3,9,4,6,1244,4,4,4,1,0,4,1,41,2,0,2,1,1,0,0,1,1,0.731058506,1,VERDADERO,VERDADERO
446,0,36,2,0,1842,0,1,4,1,0,4,2,34,2,1,1,2,1,1,0,0,0,0.500000292,0,VERDADERO,VERDADERO
447,1,7,2,3,2576,0,2,2,2,2,2,0,35,2,1,1,2,1,0,0,1,0,0.609311163,1,FALSO,VERDADERO
448,2,12,2,2,1424,4,4,3,1,0,4,0,55,2,1,1,3,1,1,0,1,1,0.731058413,1,VERDADERO,VERDADERO
449,1,15,3,5,1512,3,2,3,3,0,3,1,61,1,1,2,2,1,0,0,0,1,0.628329912,1,FALSO,FALSO
450,3,36,4,1,11054,4,2,4,2,0,2,2,30,2,1,1,3,1,1,0,1,1,0.731058455,1,VERDADERO,VERDADERO
451,3,6,2,3,518,0,2,3,1,0,1,0,29,2,1,1,2,1,0,0,1,1,0.731058654,1,VERDADERO,VERDADERO
452,3,12,0,2,2759,0,4,2,2,0,4,1,34,2,1,2,2,1,0,0,1,0,0.578209406,1,FALSO,VERDADERO
453,3,24,2,1,2670,0,4,4,2,0,4,2,35,2,1,1,3,1,1,0,1,1,0.731058556,1,VERDADERO,VERDADERO
454,0,24,2,0,4817,0,3,2,2,1,3,1,31,2,1,1,2,1,1,0,0,0,0.500000168,0,VERDADERO,VERDADERO
455,3,24,2,1,2679,0,1,4,1,0,1,3,29,2,1,1,3,1,1,0,1,1,0.731058459,1,VERDADERO,VERDADERO
456,0,11,4,0,3905,0,2,2,2,0,2,0,36,2,0,2,2,2,0,0,1,1,0.731058626,1,VERDADERO,VERDADERO
457,0,12,2,1,3386,0,4,3,2,0,4,3,35,2,2,1,2,1,1,0,0,0,0.500000148,0,VERDADERO,VERDADERO
458,0,6,2,4,343,0,1,4,1,0,1,0,27,2,1,1,2,1,0,0,1,1,0.731058536,1,VERDADERO,VERDADERO
459,3,18,2,3,4594,0,1,3,2,0,2,2,32,2,1,1,2,1,1,0,1,0,0.574568834,1,FALSO,VERDADERO
460,0,36,2,2,3620,0,2,1,2,2,2,1,37,2,1,1,2,2,0,0,1,1,0.70778311,1,VERDADERO,VERDADERO
461,0,15,2,0,1721,0,1,2,2,0,3,0,36,2,1,1,2,1,0,0,1,1,0.731058466,1,VERDADERO,VERDADERO
462,1,12,2,2,3017,0,1,3,1,0,1,0,34,2,0,1,3,1,0,0,1,1,0.731058489,1,VERDADERO,VERDADERO
463,1,12,2,8,754,4,4,4,2,0,4,1,38,2,1,2,2,1,0,0,1,1,0.731058506,1,VERDADERO,VERDADERO
464,3,18,2,9,1950,0,3,4,2,0,1,2,34,1,1,2,2,1,1,0,1,1,0.731058522,1,VERDADERO,VERDADERO
465,0,24,2,1,2924,0,2,3,2,2,4,3,63,0,1,1,2,2,1,0,1,1,0.731058559,1,VERDADERO,VERDADERO
466,0,24,3,3,1659,0,1,4,1,0,2,2,29,2,0,1,1,1,1,0,0,0,0.500000224,0,VERDADERO,VERDADERO
467,3,48,3,3,7238,4,4,3,2,0,3,2,32,0,1,2,2,2,0,0,1,1,0.685464516,1,VERDADERO,VERDADERO
468,3,33,3,9,2764,0,2,2,1,0,2,2,26,2,1,2,2,1,1,0,1,1,0.731058517,1,VERDADERO,VERDADERO
469,3,24,3,1,4679,0,3,3,2,0,3,2,35,2,1,2,1,1,1,0,1,1,0.731058525,1,VERDADERO,VERDADERO
470,1,24,2,3,3092,1,1,3,3,0,2,2,22,2,0,1,2,1,1,0,0,0,0.500000177,0,VERDADERO,VERDADERO
471,0,6,2,6,448,0,1,4,1,0,4,1,23,2,1,1,2,1,0,0,0,1,0.680794079,1,FALSO,FALSO
472,0,9,2,0,654,0,2,4,2,0,3,2,28,2,1,1,1,1,0,0,0,0,0.50000009,0,VERDADERO,VERDADERO
473,3,6,2,8,1238,4,0,4,2,0,4,1,36,2,1,1,3,2,1,0,1,1,0.66863866,1,VERDADERO,VERDADERO
474,1,18,4,3,1245,0,2,4,3,0,2,2,33,2,1,1,2,1,0,0,0,1,0.653025676,1,FALSO,FALSO
475,0,18,0,2,3114,0,1,1,1,0,4,1,26,2,0,1,2,1,0,0,0,0,0.50000022,0,VERDADERO,VERDADERO
476,3,39,2,1,2569,2,2,4,2,0,4,2,24,2,1,1,2,1,0,0,1,1,0.690183442,1,VERDADERO,VERDADERO
477,2,24,2,3,5152,0,3,4,2,0,2,2,25,0,1,1,2,1,0,0,1,1,0.731058504,1,VERDADERO,VERDADERO
478,1,12,2,9,1037,1,3,3,2,0,4,0,39,2,1,1,1,1,0,0,1,1,0.731058647,1,VERDADERO,VERDADERO
479,0,15,4,2,1478,0,4,4,2,0,4,2,44,2,1,2,2,2,1,0,1,1,0.731058582,1,VERDADERO,VERDADERO
480,1,12,4,3,3573,0,2,1,1,0,1,0,23,2,1,1,1,1,0,0,1,1,0.731058562,1,VERDADERO,VERDADERO
481,1,24,2,0,1201,0,1,4,2,0,1,1,26,2,1,1,2,1,0,0,1,1,0.731058478,1,VERDADERO,VERDADERO
482,0,30,2,2,3622,3,4,4,1,0,4,1,57,2,0,2,2,1,1,0,1,1,0.646438373,1,VERDADERO,VERDADERO
483,3,15,3,2,960,3,3,3,1,0,2,1,30,2,1,2,2,1,0,0,1,1,0.731058489,1,VERDADERO,VERDADERO
484,3,12,4,0,1163,2,2,4,2,0,4,0,44,2,1,1,2,1,1,0,1,1,0.731058635,1,VERDADERO,VERDADERO
485,1,6,3,0,1209,0,0,4,2,0,4,1,47,2,1,1,3,1,1,0,0,0,0.500000257,0,VERDADERO,VERDADERO
486,3,12,2,3,3077,0,2,2,2,0,4,2,52,2,1,1,2,1,1,0,1,0,0.598434765,1,FALSO,VERDADERO
487,3,24,2,0,3757,0,4,4,1,1,4,3,62,2,2,1,2,1,1,0,1,1,0.731058425,1,VERDADERO,VERDADERO
488,3,10,2,0,1418,1,2,3,2,0,2,0,35,2,0,1,1,1,0,1,1,1,0.731058583,1,VERDADERO,VERDADERO
489,3,6,2,0,3518,0,2,2,2,2,3,1,26,2,0,1,2,1,0,0,1,1,0.731058548,1,VERDADERO,VERDADERO
490,3,12,4,3,1934,0,4,2,2,0,2,3,26,2,1,2,2,1,0,0,1,1,0.723660937,1,VERDADERO,VERDADERO
491,1,27,0,9,8318,0,4,2,1,0,4,3,42,2,2,2,3,1,1,0,0,0,0.500000206,0,VERDADERO,VERDADERO
492,3,6,4,3,1237,1,2,1,1,0,1,1,27,2,1,2,2,1,0,0,1,1,0.731058313,1,VERDADERO,VERDADERO
493,1,6,2,3,368,4,4,4,2,0,4,1,38,2,1,1,2,1,0,0,1,1,0.731058502,1,VERDADERO,VERDADERO
494,0,12,4,0,2122,0,2,3,2,0,2,0,39,2,0,2,1,2,0,1,1,1,0.731058562,1,VERDADERO,VERDADERO
495,0,24,2,2,2996,4,2,2,3,0,4,2,20,2,1,1,2,1,0,0,0,0,0.500000362,0,VERDADERO,VERDADERO
496,1,36,2,2,9034,1,1,4,2,1,1,3,29,2,0,1,3,1,1,0,0,0,0.500000281,0,VERDADERO,VERDADERO
497,3,24,4,2,1585,0,3,4,2,0,3,1,40,2,1,2,2,1,0,0,1,1,0.731058487,1,VERDADERO,VERDADERO
498,1,18,2,3,1301,0,4,4,3,2,2,0,32,2,1,1,1,1,0,0,1,1,0.731058393,1,VERDADERO,VERDADERO
499,2,6,4,0,1323,1,4,2,0,0,4,2,28,2,1,2,2,2,1,0,1,1,0.669153258,1,VERDADERO,VERDADERO
500,0,24,2,0,3123,0,1,4,1,0,1,1,27,2,1,1,2,1,0,0,0,1,0.722547302,1,FALSO,FALSO
501,0,36,2,1,5493,0,4,2,2,0,4,3,42,2,2,1,2,2,0,0,1,1,0.73105851,1,VERDADERO,VERDADERO
502,2,9,2,3,1126,1,4,2,0,0,4,0,49,2,1,1,2,1,0,0,1,1,0.731058434,1,VERDADERO,VERDADERO
503,1,24,4,3,1216,1,1,4,2,0,4,3,38,0,1,2,2,2,0,0,0,0,0.500000257,0,VERDADERO,VERDADERO
504,0,24,2,0,1207,0,1,4,1,0,4,1,24,2,0,1,2,1,0,0,0,0,0.568358462,1,VERDADERO,FALSO
505,3,10,2,0,1309,4,2,4,2,2,4,1,27,2,1,1,1,1,0,0,0,1,0.727476523,1,FALSO,FALSO
506,2,15,4,1,2360,2,2,2,2,0,2,2,36,2,1,1,2,1,1,0,1,1,0.731058573,1,VERDADERO,VERDADERO
507,1,15,1,0,6850,1,0,1,2,0,2,1,34,2,1,1,3,2,1,0,0,0,0.500000143,0,VERDADERO,VERDADERO
508,3,24,2,3,1413,0,2,4,3,0,2,1,28,2,1,1,2,1,0,0,1,1,0.73105846,1,VERDADERO,VERDADERO
509,3,39,2,1,8588,1,4,4,2,0,2,2,45,2,1,1,3,1,1,0,1,1,0.731058527,1,VERDADERO,VERDADERO
510,0,12,2,0,759,0,3,4,2,0,2,0,26,2,1,1,2,1,0,0,0,1,0.637847003,1,FALSO,FALSO
511,3,36,2,1,4686,0,2,2,2,0,2,3,32,2,2,1,3,1,1,0,1,1,0.731058508,1,VERDADERO,VERDADERO
512,2,15,2,9,2687,0,3,2,2,0,4,1,26,2,0,1,2,1,1,0,1,1,0.731058419,1,VERDADERO,VERDADERO
513,1,12,3,3,585,0,2,4,3,1,4,0,20,2,0,2,2,1,0,0,1,1,0.731058568,1,VERDADERO,VERDADERO
514,3,24,2,0,2255,4,1,4,2,0,1,1,54,2,1,1,2,1,0,0,1,1,0.73105852,1,VERDADERO,VERDADERO
515,0,6,4,0,609,0,3,4,1,0,3,1,37,2,1,2,2,1,0,1,1,1,0.731058384,1,VERDADERO,VERDADERO
516,0,6,4,0,1361,0,1,2,2,0,4,0,40,2,1,1,1,2,0,1,1,1,0.731058428,1,VERDADERO,VERDADERO
517,3,36,4,2,7127,0,1,2,1,0,4,1,23,2,0,2,2,1,1,0,0,0,0.500000276,0,VERDADERO,VERDADERO
518,0,6,2,0,1203,1,4,3,2,0,2,1,43,2,1,1,2,1,1,0,1,1,0.731058481,1,VERDADERO,VERDADERO
519,3,6,4,3,700,4,4,4,2,0,4,3,36,2,2,2,2,1,0,0,1,1,0.73105848,1,VERDADERO,VERDADERO
520,3,24,4,5,5507,0,4,3,2,0,4,3,44,2,2,2,2,1,0,0,1,1,0.731058492,1,VERDADERO,VERDADERO
521,0,18,2,3,3190,0,2,2,1,0,2,0,24,2,1,1,2,1,0,0,0,0,0.500000139,0,VERDADERO,VERDADERO
522,0,48,0,2,7119,0,2,3,2,0,4,3,53,2,2,2,2,2,0,0,0,0,0.500000149,0,VERDADERO,VERDADERO
523,3,24,2,1,3488,1,3,3,1,0,4,2,23,2,1,1,2,1,0,0,1,1,0.73105858,1,VERDADERO,VERDADERO
524,1,18,2,3,1113,0,2,4,1,2,4,0,26,2,1,1,1,2,0,0,1,1,0.731058442,1,VERDADERO,VERDADERO
525,1,26,2,1,7966,0,1,2,2,0,3,2,30,2,1,2,2,1,0,0,1,1,0.731058419,1,VERDADERO,VERDADERO
526,3,15,4,6,1532,1,2,4,1,0,3,2,31,2,1,1,2,1,0,0,1,1,0.731058416,1,VERDADERO,VERDADERO
527,3,4,4,3,1503,0,3,2,2,0,1,0,42,2,1,2,1,2,0,0,1,1,0.731058493,1,VERDADERO,VERDADERO
528,0,36,2,3,2302,0,2,4,0,0,4,2,31,2,0,1,2,1,0,0,0,0,0.500000301,0,VERDADERO,VERDADERO
529,0,6,2,0,662,0,1,3,2,0,4,0,41,2,1,1,1,2,1,0,1,1,0.731058575,1,VERDADERO,VERDADERO
530,1,36,2,6,2273,0,3,3,2,0,1,2,32,2,1,2,2,2,0,0,1,0,0.61135719,1,FALSO,VERDADERO
531,1,15,2,0,2631,1,2,2,1,0,4,2,28,2,0,2,2,1,1,0,0,0,0.500000064,0,VERDADERO,VERDADERO
532,3,12,3,1,1503,0,2,4,3,0,4,0,41,2,0,1,2,1,0,0,1,1,0.731058476,1,VERDADERO,VERDADERO
533,3,24,2,3,1311,1,3,4,3,0,3,1,26,2,1,1,2,1,1,0,1,0,0.538429219,1,FALSO,VERDADERO
534,3,24,2,3,3105,4,1,4,2,0,2,2,25,2,1,2,2,1,0,0,1,1,0.731058609,1,VERDADERO,VERDADERO
535,2,21,4,6,2319,0,1,2,0,0,1,2,33,2,0,1,2,1,0,0,0,0,0.500000245,0,VERDADERO,VERDADERO
536,0,6,2,0,1374,4,0,4,1,0,3,1,75,2,1,1,3,1,1,0,1,1,0.731058561,1,VERDADERO,VERDADERO
537,1,18,4,2,3612,0,4,3,1,0,4,1,37,2,1,1,2,1,1,0,1,1,0.731058518,1,VERDADERO,VERDADERO
538,0,48,2,0,7763,0,4,4,2,0,4,3,42,0,2,1,3,1,0,0,0,0,0.500000237,0,VERDADERO,VERDADERO
539,2,18,2,2,3049,0,1,1,1,0,1,1,45,1,1,1,1,1,0,0,1,1,0.731058384,1,VERDADERO,VERDADERO
540,1,12,2,3,1534,0,1,1,3,0,1,0,23,2,0,1,2,1,0,0,0,1,0.664446645,1,FALSO,FALSO
541,3,24,3,0,2032,0,4,4,2,0,4,3,60,2,2,2,2,1,1,0,1,1,0.731058418,1,VERDADERO,VERDADERO
542,0,30,2,2,6350,4,4,4,2,0,4,1,31,2,1,1,2,1,0,0,0,0,0.500000141,0,VERDADERO,VERDADERO
543,2,18,2,2,2864,0,2,2,2,0,1,0,34,2,1,1,1,2,0,0,0,0,0.615239624,1,VERDADERO,FALSO
544,3,12,4,0,1255,0,4,4,2,0,4,0,61,2,1,2,1,1,0,0,1,1,0.73105857,1,VERDADERO,VERDADERO
545,0,24,3,0,1333,0,0,4,2,0,2,0,43,2,2,2,2,2,0,0,0,0,0.500000222,0,VERDADERO,VERDADERO
546,3,24,4,0,2022,0,2,4,1,0,4,2,37,2,1,1,2,1,1,0,1,1,0.731058523,1,VERDADERO,VERDADERO
547,3,24,2,3,1552,0,3,3,2,0,1,2,32,0,1,1,2,2,0,0,1,0,0.506345053,1,FALSO,VERDADERO
548,0,12,1,3,626,0,2,4,1,0,4,0,24,0,1,1,1,1,0,0,0,1,0.657558465,1,FALSO,FALSO
549,3,48,4,1,8858,4,3,2,2,0,1,3,35,2,2,2,2,1,1,0,1,1,0.73105836,1,VERDADERO,VERDADERO
550,3,12,4,5,996,4,3,4,1,0,4,0,23,2,1,2,2,1,0,0,1,1,0.731058456,1,VERDADERO,VERDADERO
551,3,6,1,3,1750,2,4,2,2,0,4,1,45,0,1,1,1,2,0,0,1,1,0.764047316,1,VERDADERO,VERDADERO
552,0,48,2,3,6999,0,3,1,3,2,1,0,34,2,1,2,2,1,1,0,0,0,0.50000011,0,VERDADERO,VERDADERO
553,1,12,4,0,1995,1,1,4,2,0,1,2,27,2,1,1,2,1,0,0,1,0,0.544388147,1,FALSO,VERDADERO
554,1,9,2,6,1199,0,3,4,1,0,4,1,67,2,1,2,3,1,1,0,1,1,0.731058518,1,VERDADERO,VERDADERO
555,1,12,2,3,1331,0,1,2,2,0,1,2,22,1,1,1,2,1,0,0,0,0,0.500000098,0,VERDADERO,VERDADERO
556,1,18,0,0,2278,1,1,3,1,0,3,2,28,2,1,2,2,1,0,0,0,0,0.500000211,0,VERDADERO,VERDADERO
557,3,21,0,0,5003,4,2,1,1,0,4,1,29,0,1,2,2,1,1,0,0,0,0.622005428,1,VERDADERO,FALSO
558,0,24,1,2,3552,0,3,3,2,0,4,2,27,0,1,1,2,1,0,0,0,0,0.500000233,0,VERDADERO,VERDADERO
559,1,18,4,2,1928,0,1,2,2,0,2,0,31,2,1,2,1,1,0,0,0,0,0.500000063,0,VERDADERO,VERDADERO
560,0,24,2,1,2964,4,4,4,2,0,4,3,49,0,2,1,2,2,1,0,1,0,0.573629523,1,FALSO,VERDADERO
561,0,24,1,3,1546,0,3,4,2,2,4,2,24,0,0,1,1,1,0,0,0,0,0.500000163,0,VERDADERO,VERDADERO
562,2,6,3,3,683,0,1,2,1,0,1,1,29,0,1,1,2,1,0,0,1,1,0.731058571,1,VERDADERO,VERDADERO
563,1,36,2,0,12389,4,2,1,2,0,4,3,37,2,2,1,2,1,1,0,0,0,0.500000204,0,VERDADERO,VERDADERO
564,1,24,3,9,4712,4,2,4,2,0,2,1,37,0,1,2,3,1,1,0,1,1,0.731058518,1,VERDADERO,VERDADERO
565,1,24,3,3,1553,1,3,3,1,0,2,1,23,2,0,2,2,1,1,0,1,1,0.731058464,1,VERDADERO,VERDADERO
566,0,12,2,0,1372,0,3,2,0,0,3,2,36,2,1,1,2,1,0,0,0,0,0.500000171,0,VERDADERO,VERDADERO
567,3,24,4,3,2578,3,4,2,2,0,2,2,34,2,1,1,2,1,0,0,1,1,0.731058587,1,VERDADERO,VERDADERO
568,1,48,2,3,3979,4,3,4,2,0,1,2,41,2,1,2,2,2,1,0,1,1,0.731058468,1,VERDADERO,VERDADERO
569,0,48,2,3,6758,0,2,3,1,0,2,2,31,2,1,1,2,1,1,0,0,0,0.500000289,0,VERDADERO,VERDADERO
570,0,24,2,2,3234,0,1,4,1,0,4,0,23,2,0,1,1,1,1,0,0,0,0.500000196,0,VERDADERO,VERDADERO
571,3,30,4,3,5954,0,3,3,2,1,2,2,38,2,1,1,2,1,0,0,1,1,0.684450509,1,VERDADERO,VERDADERO
572,3,24,2,1,5433,4,0,2,1,0,4,1,26,2,0,1,3,1,1,0,1,1,0.661245614,1,VERDADERO,VERDADERO
573,0,15,2,9,806,0,2,4,1,0,4,1,22,2,1,1,1,1,0,0,1,1,0.731058562,1,VERDADERO,VERDADERO
574,1,9,2,3,1082,0,4,4,2,0,4,2,27,2,1,2,1,1,0,0,1,1,0.731058613,1,VERDADERO,VERDADERO
575,3,15,4,2,2788,0,3,2,1,1,3,2,24,0,1,2,2,1,0,0,1,1,0.731058478,1,VERDADERO,VERDADERO
576,1,12,2,3,2930,0,3,2,1,0,1,0,27,2,1,1,2,1,0,0,1,1,0.701519181,1,VERDADERO,VERDADERO
577,3,24,4,6,1927,4,2,3,1,0,2,2,33,2,1,2,2,1,1,0,1,1,0.731058514,1,VERDADERO,VERDADERO
578,1,36,4,0,2820,0,1,4,0,0,4,2,27,2,1,2,2,1,0,0,0,0,0.613712154,1,VERDADERO,FALSO
579,3,24,2,8,937,0,1,4,3,0,3,2,27,2,1,2,1,1,0,0,1,1,0.731058669,1,VERDADERO,VERDADERO
580,1,18,4,0,1056,0,4,3,2,2,3,0,30,0,1,2,2,1,0,0,0,0,0.500000278,0,VERDADERO,VERDADERO
581,1,12,4,0,3124,0,1,1,2,0,3,0,49,0,1,2,1,2,0,0,1,1,0.731058555,1,VERDADERO,VERDADERO
582,3,9,2,2,1388,0,2,4,1,0,2,0,26,2,0,1,2,1,0,0,1,1,0.731058603,1,VERDADERO,VERDADERO
583,1,36,2,5,2384,0,1,4,2,0,1,3,33,2,0,1,1,1,0,0,0,0,0.500000204,0,VERDADERO,VERDADERO
584,3,12,2,0,2133,4,4,4,1,0,4,3,52,2,2,1,3,1,1,0,1,1,0.731058535,1,VERDADERO,VERDADERO
585,0,18,2,2,2039,0,2,1,1,0,4,0,20,0,0,1,2,1,0,0,0,1,0.67041576,1,FALSO,FALSO
586,0,9,4,0,2799,0,2,2,2,0,2,0,36,2,0,2,2,2,0,0,1,1,0.731058432,1,VERDADERO,VERDADERO
587,0,12,2,2,1289,0,2,4,2,2,1,1,21,2,1,1,1,1,0,0,1,1,0.731058453,1,VERDADERO,VERDADERO
588,0,18,2,4,1217,0,2,4,3,0,3,0,47,2,1,1,1,1,1,0,0,1,0.776784924,1,FALSO,FALSO
589,0,12,4,2,2246,0,4,3,2,0,3,1,60,2,1,2,2,1,0,0,0,0,0.500000237,0,VERDADERO,VERDADERO
590,0,12,4,3,385,0,3,4,1,0,3,0,58,2,1,4,1,1,1,0,1,1,0.731058563,1,VERDADERO,VERDADERO
591,1,24,3,0,1965,4,2,4,1,0,4,2,42,2,0,2,2,1,1,0,1,1,0.731058437,1,VERDADERO,VERDADERO
592,3,21,2,9,1572,3,4,4,1,0,4,0,36,0,1,1,1,1,0,0,1,1,0.73105856,1,VERDADERO,VERDADERO
593,1,24,2,0,2718,0,2,3,1,0,4,1,20,2,0,1,1,1,1,0,0,1,0.660747993,1,FALSO,FALSO
594,0,24,1,10,1358,4,4,4,2,0,3,2,40,1,1,1,3,1,1,0,0,0,0.500000359,0,VERDADERO,VERDADERO
595,1,6,1,0,931,1,1,1,1,0,1,1,32,1,1,1,1,1,0,0,0,0,0.5000004,0,VERDADERO,VERDADERO
596,0,24,2,0,1442,0,3,4,1,0,4,2,23,2,0,2,2,1,0,0,0,0,0.500000373,0,VERDADERO,VERDADERO
597,1,24,0,9,4241,0,2,1,2,0,4,0,36,2,1,3,1,1,1,0,0,0,0.500000358,0,VERDADERO,VERDADERO
598,3,18,4,0,2775,0,3,2,2,0,2,1,31,0,1,2,2,1,0,0,0,0,0.500000082,0,VERDADERO,VERDADERO
599,3,24,3,9,3863,0,2,1,2,0,2,3,32,2,2,1,2,1,0,0,1,1,0.731058564,1,VERDADERO,VERDADERO
600,1,7,2,3,2329,0,1,1,1,2,1,0,45,2,1,1,2,1,0,0,1,1,0.731058457,1,VERDADERO,VERDADERO
601,1,9,2,2,918,0,2,4,1,0,1,1,30,2,1,1,2,1,0,0,0,1,0.765953946,1,FALSO,FALSO
602,1,24,1,6,1837,0,3,4,1,0,4,3,34,0,2,1,1,1,0,0,0,0,0.500000129,0,VERDADERO,VERDADERO
603,3,36,2,2,3349,0,2,4,1,0,2,2,28,2,1,1,3,1,1,0,0,0,0.500000095,0,VERDADERO,VERDADERO
604,2,10,2,2,1275,0,1,4,1,0,2,1,23,2,1,1,2,1,0,0,1,1,0.731058466,1,VERDADERO,VERDADERO
605,0,24,1,2,2828,2,2,4,2,0,4,0,22,1,1,1,2,1,1,0,1,1,0.731058456,1,VERDADERO,VERDADERO
